2025-09-22 00:31:56,"(195, 277, 416, 498)",Fear,0.2261
2025-09-22 00:31:56,"(198, 285, 414, 501)",Fear,0.2261
2025-09-22 00:31:56,"(195, 283, 420, 508)",Angry,0.4408
2025-09-22 00:31:57,"(198, 280, 414, 496)",Fear,0.4594
2025-09-22 00:31:57,"(155, 282, 405, 532)",Fear,0.4093
2025-09-22 00:31:57,"(215, 275, 425, 485)",Angry,0.6322
2025-09-22 00:31:57,"(244, 266, 446, 468)",Happy,0.4772
2025-09-22 00:31:58,"(251, 261, 452, 462)",Angry,0.5282
2025-09-22 00:31:58,"(249, 183, 473, 407)",Happy,0.4444
2025-09-22 00:31:58,"(235, 56, 500, 321)",Fear,0.429
2025-09-22 00:31:58,"(224, 0, 523, 299)",Angry,0.397
2025-09-22 00:31:58,"(210, 4, 499, 293)",Angry,0.397
2025-09-22 00:31:58,"(208, 42, 486, 320)",Fear,0.5859
2025-09-22 00:31:59,"(254, 99, 500, 345)",Angry,0.4271
2025-09-22 00:31:59,"(271, 105, 502, 336)",Surprise,0.5967
2025-09-22 00:31:59,"(283, 122, 511, 350)",Neutral,0.3928
2025-09-22 00:31:59,"(309, 150, 517, 358)",Neutral,0.7844
2025-09-22 00:31:59,"(317, 153, 525, 361)",Happy,0.4488
2025-09-22 00:31:59,"(320, 155, 537, 372)",Happy,0.3037
2025-09-22 00:32:00,"(330, 166, 543, 379)",Happy,0.4082
2025-09-22 00:32:00,"(350, 187, 547, 384)",Sad,0.2966
2025-09-22 00:32:00,"(345, 186, 540, 381)",Sad,0.414
2025-09-22 00:32:00,"(339, 181, 541, 383)",Sad,0.436
2025-09-22 00:32:00,"(316, 177, 520, 381)",Sad,0.3761
2025-09-22 00:32:00,"(311, 186, 514, 389)",Happy,0.7256
2025-09-22 00:32:01,"(301, 179, 518, 396)",Angry,0.8456
2025-09-22 00:32:01,"(291, 176, 512, 397)",Happy,0.8802
2025-09-22 00:32:01,"(287, 176, 506, 395)",Happy,0.8566
2025-09-22 00:32:01,"(287, 174, 503, 390)",Happy,0.7167
2025-09-22 00:32:01,"(287, 174, 503, 390)",Happy,0.5871
2025-09-22 00:32:01,"(285, 172, 504, 391)",Happy,0.6022
2025-09-22 00:32:02,"(284, 164, 507, 387)",Happy,0.8791
2025-09-22 00:32:02,"(298, 170, 511, 383)",Happy,0.7944
2025-09-22 00:32:02,"(310, 180, 513, 383)",Angry,0.4071
2025-09-22 00:32:02,"(310, 180, 515, 385)",Angry,0.4589
2025-09-22 00:32:02,"(309, 178, 516, 385)",Neutral,0.6163
2025-09-22 00:32:02,"(310, 183, 513, 386)",Neutral,0.3967
2025-09-22 00:32:03,"(309, 179, 514, 384)",Angry,0.5925
2025-09-22 00:32:03,"(307, 170, 515, 378)",Angry,0.6948
2025-09-22 00:32:03,"(311, 179, 517, 385)",Angry,0.5075
2025-09-22 00:32:03,"(307, 179, 514, 386)",Angry,0.5462
2025-09-22 00:32:03,"(304, 181, 514, 391)",Angry,0.6021
2025-09-22 00:32:03,"(304, 181, 514, 391)",Angry,0.4973
2025-09-22 00:32:04,"(304, 180, 517, 393)",Angry,0.6924
2025-09-22 00:32:04,"(301, 181, 512, 392)",Angry,0.722
2025-09-22 00:32:04,"(299, 182, 512, 395)",Angry,0.744
2025-09-22 00:32:04,"(293, 173, 514, 394)",Angry,0.8508
2025-09-22 00:32:04,"(302, 168, 504, 370)",Neutral,0.498
2025-09-22 00:32:04,"(315, 165, 506, 356)",Neutral,0.4268
2025-09-22 00:32:05,"(315, 157, 513, 355)",Sad,0.3963
2025-09-22 00:32:05,"(322, 167, 511, 356)",Sad,0.4314
2025-09-22 00:32:05,"(323, 168, 512, 357)",Sad,0.4615
2025-09-22 00:32:05,"(322, 174, 513, 365)",Sad,0.5117
2025-09-22 00:32:05,"(321, 179, 513, 371)",Happy,0.4455
2025-09-22 00:32:05,"(318, 193, 508, 383)",Neutral,0.3658
2025-09-22 00:32:06,"(314, 189, 507, 382)",Happy,0.4679
2025-09-22 00:32:06,"(313, 188, 510, 385)",Angry,0.6367
2025-09-22 00:32:06,"(311, 186, 512, 387)",Angry,0.3781
2025-09-22 00:32:06,"(309, 186, 510, 387)",Angry,0.3573
2025-09-22 00:32:06,"(308, 184, 512, 388)",Angry,0.4801
2025-09-22 00:32:06,"(306, 181, 512, 387)",Angry,0.5878
2025-09-22 00:32:07,"(304, 180, 515, 391)",Angry,0.6579
2025-09-22 00:32:07,"(305, 181, 513, 389)",Angry,0.6424
2025-09-22 00:32:07,"(301, 176, 515, 390)",Angry,0.6077
2025-09-22 00:32:07,"(304, 181, 513, 390)",Fear,0.424
2025-09-22 00:32:07,"(301, 177, 513, 389)",Fear,0.491
2025-09-22 00:32:07,"(302, 174, 511, 383)",Angry,0.5425
2025-09-22 00:32:08,"(307, 171, 512, 376)",Angry,0.7001
2025-09-22 00:32:08,"(306, 174, 513, 381)",Happy,0.5925
2025-09-22 00:32:08,"(308, 172, 514, 378)",Neutral,0.5304
2025-09-22 00:32:08,"(301, 166, 506, 371)",Happy,0.7426
2025-09-22 00:32:08,"(281, 154, 480, 353)",Happy,0.8143
2025-09-22 00:32:08,"(273, 149, 467, 343)",Happy,0.741
2025-09-22 00:32:09,"(272, 148, 468, 344)",Happy,0.6601
2025-09-22 00:32:09,"(292, 158, 489, 355)",Happy,0.7725
2025-09-22 00:32:09,"(301, 153, 507, 359)",Happy,0.8191
2025-09-22 00:32:09,"(304, 155, 514, 365)",Happy,0.8115
2025-09-22 00:32:09,"(304, 155, 515, 366)",Happy,0.9138
2025-09-22 00:32:09,"(303, 155, 515, 367)",Happy,0.9105
2025-09-22 00:32:10,"(305, 157, 515, 367)",Happy,0.8902
2025-09-22 00:32:10,"(305, 155, 516, 366)",Happy,0.7349
2025-09-22 00:32:10,"(303, 154, 518, 369)",Happy,0.8417
2025-09-22 00:32:10,"(307, 156, 522, 371)",Happy,0.9278
2025-09-22 00:32:10,"(309, 156, 521, 368)",Happy,0.9689
2025-09-22 00:32:10,"(307, 155, 523, 371)",Happy,0.9024
2025-09-22 00:32:11,"(304, 152, 526, 374)",Happy,0.9089
2025-09-22 00:32:11,"(304, 157, 527, 380)",Happy,0.6817
2025-09-22 00:32:11,"(296, 154, 517, 375)",Happy,0.8647
2025-09-22 00:32:11,"(286, 158, 499, 371)",Happy,0.9664
2025-09-22 00:32:11,"(287, 166, 494, 373)",Angry,0.4751
2025-09-22 00:32:11,"(285, 172, 491, 378)",Happy,0.6851
2025-09-22 00:32:12,"(283, 172, 492, 381)",Neutral,0.574
2025-09-22 00:32:12,"(285, 187, 491, 393)",Angry,0.2776
2025-09-22 00:32:12,"(285, 191, 489, 395)",Happy,0.5156
2025-09-22 00:32:12,"(279, 195, 488, 404)",Angry,0.4215
2025-09-22 00:32:12,"(271, 217, 453, 399)",Fear,0.6561
2025-09-22 00:32:12,"(264, 214, 454, 404)",Sad,0.4579
2025-09-22 00:32:13,"(258, 204, 493, 439)",Neutral,0.6484
2025-09-22 00:32:13,"(262, 215, 485, 438)",Neutral,0.7209
2025-09-22 00:32:13,"(262, 209, 486, 433)",Neutral,0.7373
2025-09-22 00:32:13,"(258, 203, 492, 437)",Neutral,0.7179
2025-09-22 00:32:13,"(263, 203, 472, 412)",Neutral,0.5574
2025-09-22 00:32:13,"(254, 197, 483, 426)",Fear,0.4902
2025-09-22 00:32:14,"(260, 196, 485, 421)",Sad,0.5127
2025-09-22 00:32:14,"(263, 196, 488, 421)",Fear,0.4879
2025-09-22 00:32:14,"(259, 203, 478, 422)",Fear,0.5933
2025-09-22 00:32:14,"(257, 208, 474, 425)",Angry,0.4764
2025-09-22 00:32:14,"(250, 202, 475, 427)",Angry,0.6268
2025-09-22 00:32:14,"(252, 205, 472, 425)",Fear,0.4906
2025-09-22 00:32:15,"(256, 201, 479, 424)",Angry,0.7243
2025-09-22 00:32:15,"(256, 199, 482, 425)",Neutral,0.5999
2025-09-22 00:32:15,"(249, 189, 487, 427)",Sad,0.6646
2025-09-22 00:32:15,"(255, 191, 489, 425)",Fear,0.7445
2025-09-22 00:32:15,"(256, 191, 491, 426)",Fear,0.7195
2025-09-22 00:32:15,"(258, 191, 492, 425)",Fear,0.4698
2025-09-22 00:32:16,"(260, 187, 489, 416)",Sad,0.5387
2025-09-22 00:32:16,"(260, 192, 491, 423)",Angry,0.5649
2025-09-22 00:32:16,"(269, 185, 496, 412)",Sad,0.5809
2025-09-22 00:32:16,"(276, 177, 499, 400)",Angry,0.423
2025-09-22 00:32:16,"(284, 180, 502, 398)",Disgust,0.8011
2025-09-22 00:32:16,"(295, 184, 509, 398)",Angry,0.5198
2025-09-22 00:32:17,"(307, 219, 530, 442)",Angry,0.5005
2025-09-22 00:32:17,"(328, 241, 526, 439)",Fear,0.361
2025-09-22 00:32:17,"(356, 233, 542, 419)",Surprise,0.5269
2025-09-22 00:32:17,"(360, 245, 550, 435)",Surprise,0.5549
2025-09-22 00:32:17,"(373, 271, 552, 450)",Surprise,0.514
2025-09-22 00:32:17,"(382, 257, 567, 442)",Happy,0.5753
2025-09-22 00:32:18,"(403, 277, 578, 452)",Surprise,0.3639
2025-09-22 00:32:18,"(401, 277, 577, 453)",Sad,0.3616
2025-09-22 00:32:18,"(441, 275, 588, 422)",Sad,0.3862
2025-09-22 00:32:18,"(442, 286, 600, 444)",Sad,0.5182
2025-09-22 00:32:18,"(469, 283, 651, 465)",Sad,0.5196
2025-09-22 00:32:19,"(497, 291, 663, 456)",Sad,0.4377
2025-09-22 00:32:19,"(484, 280, 660, 456)",Sad,0.4604
2025-09-22 00:32:19,"(436, 262, 606, 432)",Sad,0.4078
2025-09-22 00:32:19,"(278, 244, 475, 441)",Sad,0.4624
2025-09-22 00:32:19,"(252, 247, 435, 430)",Sad,0.4054
2025-09-22 00:32:20,"(230, 264, 397, 431)",Angry,0.4634
2025-09-22 00:32:20,"(215, 261, 374, 420)",Angry,0.5178
2025-09-22 00:32:20,"(187, 280, 348, 441)",Angry,0.7206
2025-09-22 00:32:20,"(166, 273, 339, 446)",Sad,0.5533
2025-09-22 00:32:21,"(174, 280, 335, 441)",Sad,0.6256
2025-09-22 00:32:21,"(178, 280, 342, 444)",Sad,0.6467
2025-09-22 00:32:21,"(200, 266, 362, 428)",Sad,0.7694
2025-09-22 00:32:21,"(210, 251, 378, 419)",Sad,0.5015
2025-09-22 00:32:21,"(261, 232, 440, 411)",Sad,0.4951
2025-09-22 00:32:21,"(289, 239, 465, 415)",Sad,0.3408
2025-09-22 00:32:22,"(306, 237, 485, 416)",Fear,0.5945
2025-09-22 00:32:22,"(312, 231, 494, 413)",Neutral,0.4423
2025-09-22 00:32:22,"(312, 231, 495, 414)",Surprise,0.461
2025-09-22 00:32:22,"(301, 219, 490, 408)",Sad,0.3785
2025-09-22 00:32:22,"(299, 216, 486, 403)",Happy,0.6691
2025-09-22 00:32:22,"(293, 204, 490, 401)",Happy,0.718
2025-09-22 00:32:23,"(294, 212, 486, 404)",Happy,0.5017
2025-09-22 00:32:23,"(291, 212, 486, 407)",Angry,0.3881
2025-09-22 00:32:23,"(289, 209, 486, 406)",Neutral,0.556
2025-09-22 00:32:23,"(288, 207, 489, 408)",Angry,0.619
2025-09-22 00:32:23,"(282, 196, 493, 407)",Angry,0.3918
2025-09-22 00:32:23,"(285, 199, 490, 404)",Neutral,0.4061
2025-09-22 00:32:24,"(295, 198, 487, 390)",Angry,0.411
2025-09-22 00:32:24,"(297, 194, 489, 386)",Angry,0.4189
2025-09-22 00:32:24,"(302, 192, 490, 380)",Sad,0.4328
2025-09-22 00:32:24,"(303, 194, 488, 379)",Sad,0.4166
2025-09-22 00:32:24,"(303, 194, 488, 379)",Sad,0.3691
2025-09-22 00:32:24,"(302, 202, 486, 386)",Angry,0.517
2025-09-22 00:32:25,"(300, 200, 487, 387)",Angry,0.8009
2025-09-22 00:32:25,"(297, 201, 483, 387)",Angry,0.8103
2025-09-22 00:32:25,"(294, 200, 485, 391)",Angry,0.8278
2025-09-22 00:32:25,"(291, 199, 485, 393)",Angry,0.8727
